Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Personality,Drained_after_events,Stage_fright
3.0,7.0,5.0,8.0,8.0,Extrovert,1,1
4.0,2.0,0.0,4.0,1.0,Introvert,1,2
11.0,1.0,1.0,1.0,3.564726631393298,Introvert,2,2
6.0,3.0,0.0,0.0,0.0,Introvert,2,2
7.0,0.0,1.0,4.0,2.0,Introvert,2,2
6.0,0.0,0.0,3.0,2.0,Introvert,2,2
2.0,9.0,6.0,11.0,8.0,Extrovert,1,1
1.0,3.963354474982382,5.0,8.0,8.0,Extrovert,1,1
11.0,2.0,2.0,1.0,0.0,Introvert,2,2
1.0,4.0,7.0,6.0,7.0,Extrovert,1,1
7.0,0.0,2.0,3.0,2.0,Introvert,2,2
3.0,4.0,7.0,6.0,6.0,Extrovert,1,1
7.0,1.0,0.0,5.0,0.0,Introvert,2,2
9.0,2.0,0.0,4.0,0.0,Introvert,2,2
4.0,1.0,0.0,2.0,0.0,Introvert,1,2
3.0,8.0,4.0,12.0,3.0,Extrovert,1,1
11.0,2.0,1.0,0.0,1.0,Introvert,2,2
2.0,9.0,5.0,8.0,8.0,Extrovert,1,1
3.0,5.0,7.0,11.0,9.0,Extrovert,1,1
5.0,2.0,2.0,1.0,1.0,Introvert,2,2
5.0,0.0,0.0,0.0,2.0,Introvert,2,2
1.0,8.0,5.0,12.0,4.0,Extrovert,1,1
6.0,1.0,0.0,4.0,1.0,Introvert,2,2
10.0,0.0,0.0,3.0,0.0,Introvert,2,2
11.0,3.0,1.0,5.0,2.0,Introvert,2,2
10.0,2.0,1.0,1.0,2.0,Introvert,2,2
2.0,9.0,6.0,14.0,4.0,Extrovert,1,1
2.0,9.0,4.0,11.0,4.0,Extrovert,1,1
5.0,1.0,0.0,3.0,1.0,Introvert,2,2
9.0,2.0,1.0,2.0,0.0,Introvert,2,2
4.0,3.0,0.0,3.0,0.0,Introvert,1,2
2.0,7.0,5.0,9.0,8.0,Extrovert,1,1
10.0,2.0,2.0,3.0,0.0,Introvert,2,2
1.0,7.0,5.0,8.0,3.0,Extrovert,1,1
3.0,6.0,7.0,12.0,4.0,Extrovert,1,1
8.0,1.0,0.0,5.0,2.0,Introvert,2,2
2.0,4.0,7.0,10.0,3.0,Extrovert,1,1
1.0,5.0,4.0,7.0,8.0,Extrovert,1,1
9.0,3.0,0.0,4.0,0.0,Introvert,2,2
4.0,3.0,0.0,4.0,1.0,Introvert,1,2
0.0,6.0,7.0,8.0,7.0,Extrovert,1,1
9.0,0.0,0.0,5.0,0.0,Introvert,2,2
10.0,0.0,1.0,5.0,1.0,Introvert,2,2
7.0,0.0,1.0,1.0,0.0,Introvert,2,2
2.0,7.0,4.0,10.0,9.0,Extrovert,1,1
1.0,5.0,5.0,10.0,6.0,Extrovert,1,1
5.0,3.0,2.0,1.0,1.0,Introvert,2,2
6.0,1.0,0.0,4.0,0.0,Introvert,2,2
7.0,3.0,2.0,1.0,0.0,Introvert,2,2
3.0,6.0,7.0,13.0,6.0,Extrovert,1,1
1.0,6.0,7.0,6.0,3.0,Extrovert,1,1
8.0,2.0,2.0,4.0,2.0,Introvert,2,2
0.0,4.0,7.0,7.0,7.0,Extrovert,1,1
2.0,5.0,6.0,12.0,3.0,Extrovert,1,1
5.0,3.0,0.0,1.0,1.0,Introvert,2,2
4.505816002819881,9.0,5.0,8.0,3.0,Extrovert,1,1
10.0,3.0,1.0,4.0,1.0,Introvert,2,2
0.0,6.0,4.0,13.0,6.0,Introvert,1,1
4.0,0.0,0.0,0.0,1.0,Introvert,1,2
8.0,0.0,2.0,0.0,2.0,Introvert,2,2
11.0,3.0,1.0,0.0,2.0,Introvert,2,2
4.505816002819881,3.0,2.0,5.0,0.0,Introvert,1,2
3.0,4.0,6.0,12.0,3.0,Extrovert,1,1
2.0,4.0,5.0,6.0,3.564726631393298,Extrovert,1,1
1.0,7.0,7.0,14.0,8.0,Extrovert,1,1
8.0,2.0,2.0,0.0,0.0,Introvert,2,2
4.0,2.0,0.0,3.0,1.0,Introvert,1,2
2.0,7.0,6.0,10.0,7.0,Extrovert,1,1
2.0,7.0,4.0,9.0,5.0,Introvert,1,1
8.0,3.0,0.0,0.0,2.0,Introvert,2,2
8.0,0.0,1.0,1.0,2.0,Introvert,2,2
9.0,2.0,1.0,4.0,2.0,Introvert,2,2
2.0,8.0,6.0,7.0,9.0,Extrovert,1,1
3.0,4.0,5.0,6.0,7.0,Extrovert,1,1
9.0,2.0,1.0,4.0,1.0,Introvert,2,2
4.0,1.0,2.0,1.0,1.0,Introvert,1,2
8.0,0.0,0.0,5.0,2.0,Introvert,2,2
11.0,3.0,0.0,0.0,1.0,Introvert,2,2
3.0,4.0,6.0,12.0,3.0,Extrovert,1,1
8.0,3.0,1.0,3.0,2.0,Introvert,2,2
6.0,0.0,1.0,2.0,1.0,Extrovert,2,2
5.0,2.0,2.0,5.0,2.0,Introvert,2,2
0.0,8.0,5.0,9.0,6.0,Extrovert,1,1
11.0,0.0,2.0,0.0,2.0,Introvert,2,2
4.0,2.0,0.0,3.0,1.0,Introvert,1,2
0.0,7.0,4.0,14.0,3.564726631393298,Introvert,1,1
1.0,8.0,5.0,10.0,8.0,Extrovert,1,1
8.0,2.0,0.0,3.0,2.0,Introvert,2,2
6.0,3.0,0.0,1.0,2.0,Introvert,2,2
4.0,0.0,1.0,0.0,0.0,Introvert,1,2
9.0,1.0,2.0,0.0,2.0,Introvert,2,2
7.0,1.0,1.0,3.0,0.0,Introvert,2,2
3.0,5.0,7.0,9.0,4.0,Extrovert,1,1
11.0,1.0,1.0,3.0,0.0,Extrovert,2,2
4.0,3.0,2.0,5.0,2.0,Introvert,1,2
4.0,0.0,0.0,4.0,0.0,Introvert,1,2
3.0,8.0,4.0,8.0,7.0,Extrovert,1,1
9.0,1.0,2.0,4.0,2.0,Introvert,2,2
0.0,3.963354474982382,5.0,13.0,8.0,Extrovert,1,1
1.0,6.0,4.0,10.0,9.0,Extrovert,1,1
11.0,0.0,1.0,0.0,1.0,Introvert,2,2
11.0,2.0,0.0,2.0,0.0,Introvert,2,2
1.0,4.0,5.0,6.0,7.0,Introvert,1,1
4.0,1.0,0.0,2.0,2.0,Extrovert,1,2
4.0,0.0,2.0,5.0,0.0,Introvert,1,2
0.0,8.0,5.0,8.0,7.0,Extrovert,1,1
2.0,8.0,4.0,10.0,4.0,Introvert,1,1
5.0,2.0,0.0,4.0,1.0,Introvert,2,2
0.0,9.0,4.0,8.0,7.0,Extrovert,1,1
0.0,7.0,5.0,6.0,3.0,Extrovert,1,1
11.0,3.0,1.0,6.268862911795962,2.0,Introvert,2,1
11.0,2.0,1.0,1.0,1.0,Introvert,2,2
9.0,1.0,2.0,2.0,1.0,Introvert,2,2
7.0,0.0,1.0,3.0,0.0,Introvert,2,2
9.0,1.0,2.0,0.0,0.0,Introvert,2,2
3.0,8.0,4.0,7.0,5.0,Extrovert,1,1
2.0,9.0,7.0,7.0,8.0,Extrovert,1,1
1.0,5.0,5.0,8.0,9.0,Introvert,1,1
5.0,3.0,0.0,5.0,0.0,Introvert,2,2
11.0,2.0,1.0,1.0,2.0,Introvert,2,2
4.0,0.0,0.0,3.0,1.0,Introvert,1,2
3.0,4.0,5.0,6.0,6.0,Extrovert,1,1
7.0,3.0,0.0,6.268862911795962,1.0,Introvert,2,1
8.0,1.0,0.0,5.0,2.0,Introvert,2,2
6.0,3.0,2.0,2.0,2.0,Introvert,2,2
4.0,2.0,2.0,2.0,1.0,Introvert,1,2
11.0,3.0,0.0,2.0,2.0,Introvert,2,2
6.0,0.0,1.0,4.0,1.0,Introvert,2,2
2.0,6.0,4.0,10.0,4.0,Extrovert,1,1
7.0,1.0,0.0,5.0,0.0,Introvert,2,2
1.0,4.0,4.0,14.0,6.0,Extrovert,1,1
1.0,9.0,5.0,6.0,8.0,Extrovert,1,1
5.0,0.0,2.0,0.0,1.0,Introvert,2,2
0.0,4.0,5.0,13.0,8.0,Extrovert,1,1
2.0,8.0,4.0,9.0,3.0,Extrovert,1,1
3.0,4.0,6.0,9.0,9.0,Extrovert,1,1
2.0,9.0,5.0,12.0,8.0,Extrovert,1,1
3.0,5.0,4.0,13.0,5.0,Extrovert,1,1
10.0,2.0,2.0,5.0,2.0,Introvert,2,2
10.0,3.0,3.0,1.0,1.0,Introvert,2,2
9.0,2.0,2.0,0.0,2.0,Introvert,2,2
8.0,3.0,1.0,0.0,0.0,Introvert,2,2
10.0,1.0,1.0,5.0,0.0,Introvert,2,2
4.0,0.0,0.0,3.0,1.0,Introvert,1,2
2.0,4.0,4.0,7.0,9.0,Extrovert,1,1
7.0,2.0,1.0,1.0,2.0,Introvert,2,2
3.0,4.0,7.0,8.0,4.0,Extrovert,1,1
4.0,0.0,1.0,3.0,1.0,Introvert,1,2
11.0,1.0,2.0,2.0,3.564726631393298,Introvert,2,2
1.0,8.0,4.0,6.0,7.0,Extrovert,1,1
1.0,8.0,5.0,11.0,9.0,Extrovert,1,1
3.0,7.0,5.0,13.0,9.0,Extrovert,1,1
0.0,6.0,6.0,13.0,7.0,Extrovert,1,1
7.0,3.0,2.0,5.0,1.0,Introvert,2,2
7.0,3.0,2.0,3.0,2.0,Introvert,2,2
1.0,9.0,4.0,13.0,8.0,Extrovert,1,1
2.0,9.0,4.0,7.0,9.0,Extrovert,1,1
6.0,3.0,1.0,2.0,0.0,Introvert,2,2
3.0,8.0,5.0,11.0,6.0,Extrovert,1,1
6.0,3.0,0.0,3.0,0.0,Introvert,2,2
3.0,4.0,5.0,11.0,7.0,Extrovert,1,1
9.0,2.0,2.0,3.0,0.0,Introvert,2,2
2.0,6.0,4.0,11.0,4.0,Extrovert,1,1
11.0,1.0,0.0,1.0,1.0,Introvert,2,2
0.0,5.0,7.0,6.0,9.0,Extrovert,1,1
8.0,0.0,0.0,0.0,2.0,Extrovert,2,2
10.0,3.0,1.0,2.0,1.0,Introvert,2,2
2.0,4.0,4.0,7.0,8.0,Extrovert,1,1
0.0,6.0,4.0,7.0,6.0,Extrovert,1,1
6.0,2.0,0.0,5.0,0.0,Introvert,2,2
11.0,2.0,0.0,4.0,1.0,Introvert,2,2
3.0,9.0,6.0,6.268862911795962,7.0,Extrovert,1,1
8.0,2.0,2.0,5.0,1.0,Introvert,2,2
1.0,7.0,4.0,14.0,4.0,Extrovert,1,1
3.0,9.0,7.0,8.0,7.0,Extrovert,1,1
9.0,0.0,2.0,0.0,0.0,Introvert,2,2
0.0,4.0,6.0,12.0,4.0,Extrovert,1,1
9.0,0.0,2.0,2.0,1.0,Introvert,2,2
1.0,6.0,6.0,8.0,4.0,Extrovert,1,1
11.0,3.0,2.0,4.0,0.0,Introvert,2,2
3.0,9.0,6.0,9.0,7.0,Extrovert,1,1
9.0,0.0,0.0,4.0,0.0,Introvert,2,2
6.0,2.0,3.0,5.0,1.0,Extrovert,2,2
1.0,5.0,4.0,6.0,8.0,Extrovert,1,1
9.0,0.0,2.0,3.0,0.0,Introvert,2,2
11.0,3.0,2.0,4.0,0.0,Introvert,2,2
0.0,7.0,7.0,7.0,5.0,Extrovert,1,1
10.0,2.0,2.0,3.0,1.0,Introvert,2,2
6.0,2.0,0.0,3.0,2.0,Introvert,2,2
1.0,5.0,7.0,11.0,8.0,Extrovert,1,1
3.0,5.0,5.0,13.0,8.0,Extrovert,1,1
5.0,0.0,0.0,3.0,2.0,Introvert,2,2
7.0,3.0,0.0,4.0,2.0,Introvert,2,2
5.0,0.0,2.0,1.0,0.0,Introvert,2,2
1.0,6.0,4.0,13.0,3.0,Extrovert,1,1
1.0,6.0,6.0,6.0,8.0,Extrovert,1,1
0.0,8.0,5.0,9.0,8.0,Extrovert,1,1
10.0,0.0,0.0,5.0,2.0,Introvert,2,2
6.0,3.0,2.0,4.0,2.0,Introvert,2,2
0.0,8.0,4.0,9.0,3.0,Extrovert,1,1
0.0,5.0,4.0,8.0,9.0,Extrovert,1,1
3.0,4.0,5.0,11.0,4.0,Extrovert,1,1
2.0,5.0,6.0,7.0,5.0,Extrovert,1,1
0.0,6.0,6.0,8.0,8.0,Extrovert,1,1
11.0,0.0,2.0,3.0,1.0,Introvert,2,2
0.0,4.0,3.0,11.0,4.0,Extrovert,1,1
7.0,1.0,0.0,0.0,2.0,Introvert,2,2
0.0,7.0,4.0,6.0,6.0,Extrovert,1,1
1.0,9.0,7.0,13.0,3.0,Extrovert,1,1
10.0,0.0,3.0,5.0,2.0,Introvert,2,2
6.0,2.0,2.0,5.0,1.0,Introvert,2,2
8.0,0.0,0.0,4.0,1.0,Introvert,2,2
3.0,6.0,5.0,6.0,8.0,Extrovert,1,1
6.0,2.0,1.0,1.0,1.0,Introvert,2,2
3.0,4.0,5.0,11.0,5.0,Extrovert,1,1
2.0,7.0,4.0,13.0,7.0,Extrovert,1,1
10.0,2.0,2.0,1.0,1.0,Introvert,2,2
2.0,9.0,5.0,6.0,9.0,Extrovert,1,1
4.505816002819881,3.0,1.0,4.0,0.0,Introvert,1,2
4.0,2.0,2.0,2.0,2.0,Introvert,1,2
0.0,9.0,4.0,10.0,5.0,Extrovert,1,1
2.0,4.0,7.0,13.0,4.0,Extrovert,1,1
6.0,3.0,1.0,5.0,2.0,Introvert,2,2
11.0,3.0,0.0,5.0,0.0,Introvert,2,2
9.0,2.0,2.0,1.0,2.0,Extrovert,2,2
5.0,2.0,0.0,4.0,2.0,Introvert,2,2
3.0,8.0,6.0,9.0,7.0,Extrovert,1,1
3.0,5.0,5.0,6.0,9.0,Extrovert,1,1
8.0,3.0,2.0,1.0,2.0,Introvert,2,2
4.505816002819881,6.0,6.0,12.0,6.0,Extrovert,1,1
3.0,3.963354474982382,4.0,11.0,8.0,Extrovert,1,1
4.0,1.0,0.0,3.0,2.0,Introvert,1,2
7.0,1.0,1.0,3.0,0.0,Introvert,2,2
5.0,1.0,2.0,5.0,2.0,Introvert,2,2
3.0,4.0,5.0,8.0,3.0,Extrovert,1,1
1.0,4.0,7.0,7.0,7.0,Extrovert,1,1
4.0,2.0,0.0,5.0,1.0,Introvert,1,2
2.0,9.0,7.0,7.0,9.0,Extrovert,1,1
0.0,6.0,5.0,7.0,7.0,Extrovert,1,1
5.0,3.0,0.0,5.0,1.0,Introvert,2,2
4.0,0.0,0.0,5.0,1.0,Introvert,1,2
7.0,2.0,0.0,1.0,1.0,Introvert,2,2
0.0,6.0,4.0,11.0,5.0,Extrovert,1,1
3.0,5.0,7.0,14.0,7.0,Extrovert,1,1
2.0,5.0,4.0,6.0,4.0,Extrovert,1,1
0.0,7.0,5.0,7.0,6.0,Extrovert,1,1
9.0,2.0,0.0,2.0,0.0,Introvert,2,2
7.0,2.0,1.0,4.0,0.0,Introvert,2,2
4.505816002819881,3.0,2.0,3.0,0.0,Introvert,1,2
2.0,6.0,5.0,7.0,9.0,Extrovert,1,1
2.0,9.0,5.0,10.0,3.0,Extrovert,1,1
5.0,3.0,2.0,3.0,2.0,Introvert,2,2
2.0,7.0,6.0,6.0,8.0,Extrovert,1,1
6.0,0.0,2.0,1.0,0.0,Introvert,2,2
1.0,5.0,4.0,14.0,3.0,Extrovert,1,1
3.0,4.0,4.0,14.0,7.0,Introvert,1,1
2.0,5.0,4.0,12.0,5.0,Extrovert,1,1
2.0,5.0,4.0,8.0,8.0,Extrovert,1,1
1.0,5.0,7.0,8.0,7.0,Extrovert,1,1
7.0,2.0,2.0,0.0,0.0,Introvert,2,2
0.0,5.0,4.0,12.0,3.0,Extrovert,1,1
10.0,3.0,1.0,2.0,2.0,Introvert,2,2
0.0,4.0,6.0,10.0,8.0,Extrovert,1,1
3.0,9.0,7.0,14.0,4.0,Extrovert,1,1
0.0,7.0,6.0,14.0,7.0,Extrovert,1,1
1.0,5.0,7.0,12.0,3.0,Extrovert,1,1
10.0,1.0,0.0,5.0,1.0,Introvert,2,2
2.0,9.0,6.0,10.0,9.0,Extrovert,1,1
4.0,2.0,1.0,2.0,2.0,Introvert,1,2
0.0,5.0,3.0,9.0,9.0,Extrovert,1,1
2.0,5.0,6.0,12.0,3.0,Extrovert,1,1
9.0,2.0,2.0,3.0,0.0,Introvert,2,2
1.0,6.0,4.0,13.0,4.0,Extrovert,1,1
10.0,2.0,2.0,0.0,0.0,Introvert,2,2
9.0,0.0,0.0,1.0,0.0,Introvert,2,2
3.0,8.0,5.0,7.0,9.0,Extrovert,1,1
6.0,1.0,1.0,5.0,2.0,Introvert,2,2
10.0,0.0,0.0,1.0,2.0,Introvert,2,2
6.0,2.0,1.0,3.0,0.0,Introvert,2,2
9.0,0.0,0.0,5.0,0.0,Introvert,2,2
3.0,4.0,7.0,13.0,6.0,Extrovert,1,1
2.0,4.0,5.0,14.0,9.0,Extrovert,1,1
10.0,3.0,0.0,0.0,1.0,Introvert,2,2
0.0,6.0,4.0,13.0,8.0,Extrovert,1,1
5.0,3.0,1.0,5.0,0.0,Introvert,2,2
0.0,4.0,4.0,14.0,9.0,Extrovert,1,1
4.0,0.0,2.0,1.0,0.0,Introvert,1,2
0.0,8.0,6.0,11.0,9.0,Extrovert,1,1
11.0,2.0,1.0,2.0,1.0,Introvert,2,2
0.0,5.0,4.0,12.0,6.0,Extrovert,1,1
7.0,2.0,0.0,5.0,0.0,Introvert,2,2
2.0,8.0,5.0,7.0,3.0,Extrovert,1,1
5.0,0.0,0.0,1.0,2.0,Introvert,2,2
11.0,1.0,0.0,4.0,1.0,Introvert,2,2
10.0,2.0,0.0,0.0,2.0,Introvert,2,2
3.0,5.0,4.0,8.0,4.0,Extrovert,1,1
5.0,1.0,0.0,2.0,2.0,Introvert,2,2
1.0,3.963354474982382,7.0,14.0,3.0,Extrovert,1,1
7.0,1.0,0.0,1.0,2.0,Introvert,2,2
4.0,3.0,2.0,2.0,0.0,Introvert,1,2
0.0,6.0,4.0,7.0,6.0,Extrovert,1,1
5.0,0.0,2.0,0.0,0.0,Introvert,2,2
2.0,6.0,5.0,13.0,6.0,Extrovert,1,1
10.0,1.0,2.0,4.0,1.0,Introvert,2,2
1.0,3.963354474982382,4.0,10.0,7.0,Extrovert,1,1
4.0,1.0,0.0,5.0,0.0,Introvert,1,2
2.0,5.0,6.0,13.0,4.0,Extrovert,1,1
3.0,6.0,4.0,6.0,8.0,Extrovert,1,1
3.0,6.0,7.0,13.0,6.0,Extrovert,1,1
4.0,2.0,2.0,0.0,0.0,Introvert,1,2
6.0,0.0,0.0,4.0,1.0,Introvert,2,2
4.505816002819881,6.0,5.0,12.0,7.0,Extrovert,1,1
6.0,0.0,1.0,0.0,2.0,Introvert,2,2
10.0,2.0,1.0,1.0,2.0,Introvert,2,2
0.0,9.0,6.0,7.0,6.0,Extrovert,1,1
1.0,9.0,4.0,12.0,4.0,Extrovert,1,1
11.0,0.0,1.0,2.0,0.0,Introvert,2,2
4.0,0.0,2.0,1.0,0.0,Introvert,1,2
6.0,3.0,1.0,2.0,1.0,Introvert,2,2
10.0,1.0,0.0,1.0,2.0,Introvert,2,2
7.0,3.0,2.0,5.0,0.0,Introvert,2,2
8.0,1.0,1.0,3.0,2.0,Introvert,2,2
11.0,0.0,1.0,0.0,1.0,Introvert,2,2
1.0,4.0,5.0,13.0,5.0,Extrovert,1,1
1.0,5.0,5.0,9.0,5.0,Extrovert,1,1
2.0,7.0,4.0,12.0,7.0,Introvert,1,1
2.0,4.0,5.0,8.0,5.0,Extrovert,1,1
5.0,2.0,1.0,1.0,1.0,Introvert,2,2
5.0,0.0,0.0,2.0,0.0,Introvert,2,2
4.0,2.0,2.0,4.0,0.0,Introvert,1,2
6.0,3.0,1.0,5.0,1.0,Introvert,2,2
6.0,2.0,2.0,0.0,1.0,Introvert,2,2
3.0,7.0,4.0,10.0,9.0,Introvert,1,1
3.0,8.0,6.0,9.0,8.0,Extrovert,1,1
6.0,0.0,0.0,2.0,2.0,Introvert,2,2
4.0,1.0,1.0,1.0,0.0,Introvert,1,2
6.0,3.0,0.0,0.0,1.0,Introvert,2,2
10.0,3.0,2.0,3.0,1.0,Extrovert,2,2
0.0,4.0,4.0,10.0,9.0,Extrovert,1,1
2.0,9.0,5.0,9.0,9.0,Extrovert,1,1
6.0,0.0,0.0,3.0,1.0,Introvert,2,2
6.0,3.0,1.0,0.0,1.0,Introvert,2,2
9.0,2.0,0.0,5.0,0.0,Introvert,2,2
1.0,4.0,7.0,11.0,8.0,Extrovert,1,1
8.0,0.0,1.0,2.0,0.0,Introvert,2,2
0.0,8.0,5.0,7.0,8.0,Extrovert,1,1
2.0,9.0,7.0,14.0,3.0,Extrovert,1,1
3.0,9.0,4.0,13.0,5.0,Extrovert,1,1
9.0,2.0,0.0,0.0,0.0,Introvert,2,2
9.0,3.0,2.0,5.0,1.0,Introvert,2,2
7.0,3.0,0.0,1.0,1.0,Introvert,2,2
7.0,0.0,1.0,0.0,0.0,Extrovert,2,2
4.0,0.0,1.0,0.0,0.0,Introvert,1,2
3.0,5.0,3.0,12.0,4.0,Extrovert,1,1
4.505816002819881,2.0,1.0,5.0,1.0,Introvert,1,2
5.0,2.0,1.0,1.0,2.0,Introvert,2,2
3.0,4.0,7.0,8.0,5.0,Extrovert,1,1
9.0,0.0,1.0,0.0,2.0,Introvert,2,2
2.0,4.0,5.0,13.0,4.0,Extrovert,1,1
7.0,1.0,1.0,2.0,2.0,Introvert,2,2
10.0,2.0,1.0,1.0,1.0,Introvert,2,2
1.0,6.0,6.0,14.0,6.0,Extrovert,1,1
5.0,1.0,2.0,1.0,1.0,Introvert,2,2
3.0,7.0,4.0,14.0,7.0,Extrovert,1,1
2.0,5.0,6.0,12.0,8.0,Extrovert,1,1
7.0,0.0,0.0,4.0,2.0,Introvert,2,2
11.0,2.0,1.0,5.0,1.0,Introvert,2,2
6.0,1.0,0.0,0.0,2.0,Introvert,2,2
2.0,7.0,5.0,8.0,5.0,Extrovert,1,1
8.0,0.0,1.0,0.0,2.0,Introvert,2,2
7.0,0.0,1.0,4.0,2.0,Introvert,2,2
5.0,0.0,0.0,3.0,1.0,Introvert,2,2
3.0,7.0,7.0,7.0,3.0,Extrovert,1,1
6.0,3.0,0.0,3.0,1.0,Introvert,2,2
0.0,5.0,7.0,9.0,4.0,Extrovert,1,1
2.0,5.0,7.0,11.0,9.0,Extrovert,1,1
1.0,6.0,6.0,11.0,7.0,Extrovert,1,1
3.0,6.0,4.0,7.0,3.564726631393298,Extrovert,1,1
2.0,4.0,6.0,13.0,6.0,Extrovert,1,1
3.0,9.0,6.0,7.0,9.0,Extrovert,1,1
0.0,8.0,5.0,14.0,8.0,Extrovert,1,1
1.0,7.0,4.0,13.0,9.0,Extrovert,1,1
4.0,3.0,1.0,5.0,0.0,Introvert,1,2
2.0,4.0,4.0,7.0,5.0,Extrovert,1,1
8.0,0.0,2.0,0.0,0.0,Introvert,2,2
2.0,6.0,5.0,8.0,8.0,Extrovert,1,1
1.0,5.0,4.0,14.0,3.0,Introvert,1,1
8.0,3.0,2.0,3.0,0.0,Introvert,2,2
4.0,3.0,1.0,3.0,0.0,Introvert,1,2
6.0,0.0,2.0,4.0,0.0,Introvert,2,2
0.0,4.0,7.0,13.0,6.0,Extrovert,1,1
2.0,9.0,7.0,9.0,4.0,Extrovert,1,1
9.0,1.0,0.0,4.0,1.0,Introvert,2,2
0.0,4.0,6.0,8.0,8.0,Extrovert,1,1
8.0,0.0,2.0,4.0,0.0,Introvert,2,2
4.0,2.0,1.0,3.0,1.0,Introvert,1,2
7.0,0.0,1.0,2.0,2.0,Introvert,2,2
9.0,1.0,0.0,1.0,0.0,Introvert,2,2
4.0,2.0,2.0,2.0,1.0,Introvert,1,2
10.0,3.0,1.0,3.0,2.0,Introvert,2,2
11.0,1.0,0.0,3.0,1.0,Introvert,2,2
5.0,3.0,2.0,1.0,0.0,Introvert,2,2
0.0,8.0,7.0,11.0,7.0,Extrovert,1,1
2.0,9.0,6.0,7.0,3.0,Extrovert,1,1
10.0,2.0,1.0,2.0,1.0,Introvert,2,2
9.0,1.0,1.0,0.0,1.0,Introvert,2,2
11.0,2.0,0.0,3.0,2.0,Extrovert,2,2
11.0,0.0,1.0,3.0,0.0,Extrovert,2,2
4.0,2.0,2.0,5.0,0.0,Extrovert,1,2
11.0,0.0,0.0,1.0,1.0,Introvert,2,2
3.0,5.0,5.0,11.0,9.0,Extrovert,1,1
0.0,4.0,4.0,14.0,7.0,Extrovert,1,1
0.0,8.0,4.0,14.0,5.0,Extrovert,1,1
3.0,5.0,4.0,11.0,8.0,Extrovert,1,1
3.0,9.0,3.0,11.0,4.0,Extrovert,1,1
5.0,0.0,0.0,2.0,0.0,Introvert,2,2
6.0,0.0,1.0,5.0,2.0,Introvert,2,2
4.0,0.0,2.0,0.0,1.0,Extrovert,1,2
2.0,8.0,6.0,14.0,3.0,Introvert,1,1
0.0,4.0,6.0,11.0,4.0,Extrovert,1,1
2.0,6.0,7.0,7.0,8.0,Extrovert,1,1
4.0,2.0,0.0,1.0,1.0,Extrovert,1,2
1.0,7.0,4.0,14.0,6.0,Extrovert,1,1
8.0,1.0,0.0,3.0,2.0,Extrovert,2,2
2.0,9.0,5.0,7.0,6.0,Extrovert,1,1
6.0,2.0,0.0,4.0,2.0,Introvert,2,2
6.0,2.0,2.0,4.0,2.0,Introvert,2,2
4.0,3.0,2.0,2.0,2.0,Extrovert,1,2
7.0,0.0,0.0,5.0,2.0,Introvert,2,2
5.0,1.0,0.0,3.0,0.0,Introvert,2,2
3.0,9.0,6.0,8.0,4.0,Extrovert,1,1
7.0,1.0,1.0,1.0,0.0,Introvert,2,2
8.0,3.0,1.0,0.0,1.0,Introvert,2,2
6.0,2.0,2.0,3.0,1.0,Introvert,2,2
10.0,0.0,2.0,0.0,1.0,Introvert,2,2
0.0,5.0,7.0,9.0,6.0,Extrovert,1,1
7.0,1.0,2.0,5.0,0.0,Introvert,2,2
7.0,3.0,0.0,1.0,2.0,Introvert,2,2
2.0,8.0,6.0,11.0,8.0,Extrovert,1,1
8.0,1.0,0.0,1.0,0.0,Introvert,2,2
2.0,5.0,7.0,14.0,7.0,Extrovert,1,1
5.0,3.0,0.0,1.0,2.0,Introvert,2,2
8.0,3.0,1.0,2.0,2.0,Introvert,2,2
5.0,0.0,1.0,6.268862911795962,1.0,Introvert,2,1
4.0,2.0,1.0,4.0,2.0,Introvert,1,2
4.0,2.0,1.0,0.0,2.0,Introvert,1,2
8.0,3.963354474982382,1.0,4.0,2.0,Introvert,2,2
2.0,7.0,6.0,14.0,8.0,Introvert,1,1
8.0,0.0,0.0,5.0,0.0,Introvert,2,2
1.0,6.0,6.0,10.0,4.0,Extrovert,1,1
2.0,5.0,5.0,12.0,3.0,Extrovert,1,1
4.0,2.0,2.0,3.0,1.0,Introvert,1,2
6.0,3.0,1.0,5.0,1.0,Introvert,2,2
11.0,2.0,0.0,5.0,0.0,Introvert,2,2
4.0,3.0,2.0,0.0,0.0,Introvert,1,2
2.0,9.0,4.0,12.0,6.0,Extrovert,1,1
8.0,0.0,1.0,3.0,0.0,Introvert,2,2
3.0,6.0,7.0,10.0,8.0,Extrovert,1,1
3.0,5.0,6.0,11.0,6.0,Extrovert,1,1
0.0,5.0,6.0,11.0,8.0,Extrovert,1,1
1.0,7.0,5.0,11.0,3.0,Extrovert,1,1
2.0,5.0,6.0,9.0,8.0,Introvert,1,1
7.0,1.0,0.0,4.0,0.0,Introvert,2,2
10.0,2.0,0.0,1.0,1.0,Introvert,2,2
9.0,0.0,2.0,3.0,0.0,Introvert,2,2
11.0,3.0,2.0,5.0,0.0,Introvert,2,2
2.0,7.0,6.0,13.0,8.0,Extrovert,1,1
0.0,7.0,7.0,13.0,6.0,Introvert,1,1
4.0,0.0,1.0,4.0,1.0,Introvert,1,2
1.0,5.0,7.0,12.0,3.0,Extrovert,1,1
